Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2022,Vermont,Information not available,à
2022,Virginia,Eligible,260.4433
2022,Virginia,Not eligible,291.4623
2022,Virginia,Information not available,à
2022,Washington,Eligible,259.5513
2022,Washington,Not eligible,290.4763
2022,Washington,Information not available,à
2022,West Virginia,Eligible,250.7795
2022,West Virginia,Not eligible,269.0802
2022,West Virginia,Information not available,à
2022,Wisconsin,Eligible,263.1175
2022,Wisconsin,Not eligible,292.5284
2022,Wisconsin,Information not available,à
2022,Wyoming,Eligible,269.0423
2022,Wyoming,Not eligible,285.5556
2022,Wyoming,Information not available,à
2019,National,Eligible,266.2535
2019,National,Not eligible,296.0835
2019,National,Information not available,294.0040
2019,Alabama,Eligible,253.7466
2019,Alabama,Not eligible,283.9719
2019,Alabama,Information not available,à
2019,Alaska,Eligible,259.9584
2019,Alaska,Not eligible,288.7279
2019,Alaska,Information not available,à
2019,Arizona,Eligible,269.5505
2019,Arizona,Not eligible,290.6465
2019,Arizona,Information not available,302.1451
2019,Arkansas,Eligible,263.4459
2019,Arkansas,Not eligible,292.0600
2019,Arkansas,Information not available,à
2019,California,Eligible,262.2697
2019,California,Not eligible,298.0927
2019,California,Information not available,à
2019,Colorado,Eligible,265.1412
2019,Colorado,Not eligible,296.8633
2019,Colorado,Information not available,à
2019,Connecticut,Eligible,263.3522
2019,Connecticut,Not eligible,300.3564
2019,Connecticut,Information not available,à
2019,Delaware,Eligible,259.0358
2019,Delaware,Not eligible,283.5532
2019,Delaware,Information not available,à
2019,District of Columbia,Eligible,257.0404
2019,District of Columbia,Not eligible,299.0554
2019,District of Columbia,Information not available,à
2019,DoDEA,Eligible,à
2019,DoDEA,Not eligible,à
2019,DoDEA,Information not available,à
2019,Florida,Eligible,267.0298
2019,Florida,Not eligible,293.9764
2019,Florida,Information not available,à
2019,Georgia,Eligible,265.3825
2019,Georgia,Not eligible,300.3685
2019,Georgia,Information not available,à
2019,Hawaii,Eligible,262.2405
2019,Hawaii,Not eligible,285.0464
2019,Hawaii,Information not available,à
2019,Idaho,Eligible,271.4203
2019,Idaho,Not eligible,296.8762
2019,Idaho,Information not available,à
2019,Illinois,Eligible,268.8943
2019,Illinois,Not eligible,295.2937
2019,Illinois,Information not available,277.7530
2019,Indiana,Eligible,271.9475
2019,Indiana,Not eligible,297.7004
2019,Indiana,Information not available,à
2019,Iowa,Eligible,266.6566
2019,Iowa,Not eligible,293.2563
2019,Iowa,Information not available,à
2019,Kansas,Eligible,269.3256
2019,Kansas,Not eligible,295.4093
2019,Kansas,Information not available,à
2019,Kentucky,Eligible,266.9114
2019,Kentucky,Not eligible,292.4193
2019,Kentucky,Information not available,à
2019,Louisiana,Eligible,261.8420
2019,Louisiana,Not eligible,290.6360
2019,Louisiana,Information not available,à
2019,Maine,Eligible,267.8731
2019,Maine,Not eligible,292.7242
2019,Maine,Information not available,à
2019,Maryland,Eligible,259.6256
2019,Maryland,Not eligible,295.0411
2019,Maryland,Information not available,à
2019,Massachusetts,Eligible,272.3778
2019,Massachusetts,Not eligible,303.2431
2019,Massachusetts,Information not available,à
2019,Michigan,Eligible,264.8536
2019,Michigan,Not eligible,292.7921
2019,Michigan,Information not available,à
2019,Minnesota,Eligible,269.6333
2019,Minnesota,Not eligible,302.3116
2019,Minnesota,Information not available,à
2019,Mississippi,Eligible,266.5946
2019,Mississippi,Not eligible,294.8514
2019,Mississippi,Information not available,à
2019,Missouri,Eligible,267.2300
2019,Missouri,Not eligible,294.3737
2019,Missouri,Information not available,à
2019,Montana,Eligible,268.9711
2019,Montana,Not eligible,294.2834
2019,Montana,Information not available,à
2019,Nebraska,Eligible,269.5325
2019,Nebraska,Not eligible,295.9792
2019,Nebraska,Information not available,à
2019,Nevada,Eligible,263.6298
2019,Nevada,Not eligible,288.3400
2019,Nevada,Information not available,à
2019,New Hampshire,Eligible,270.1813
2019,New Hampshire,Not eligible,294.5122
2019,New Hampshire,Information not available,273.8025
2019,New Jersey,Eligible,267.7380
2019,New Jersey,Not eligible,305.5670
2019,New Jersey,Information not available,à
2019,New Mexico,Eligible,261.6184
2019,New Mexico,Not eligible,289.1910
2019,New Mexico,Information not available,à
2019,New York,Eligible,266.4261
2019,New York,Not eligible,294.0235
2019,New York,Information not available,à
2019,North Carolina,Eligible,268.3138
2019,North Carolina,Not eligible,295.4577
2019,North Carolina,Information not available,à
2019,North Dakota,Eligible,268.3505
2019,North Dakota,Not eligible,294.0755
2019,North Dakota,Information not available,à
2019,Ohio,Eligible,265.3333
2019,Ohio,Not eligible,301.8186
2019,Ohio,Information not available,à
2019,Oklahoma,Eligible,267.3853
2019,Oklahoma,Not eligible,289.1043
2019,Oklahoma,Information not available,à
2019,Oregon,Eligible,267.1867
2019,Oregon,Not eligible,295.3356
2019,Oregon,Information not available,à
2019,Pennsylvania,Eligible,264.5717
2019,Pennsylvania,Not eligible,300.4613
2019,Pennsylvania,Information not available,à
2019,Puerto Rico,Eligible,221.6439
2019,Puerto Rico,Not eligible,à
2019,Puerto Rico,Information not available,à
2019,Rhode Island,Eligible,256.6945
2019,Rhode Island,Not eligible,292.4071
2019,Rhode Island,Information not available,à
2019,South Carolina,Eligible,262.8566
2019,South Carolina,Not eligible,294.9996
2019,South Carolina,Information not available,à
2019,South Dakota,Eligible,270.3725
2019,South Dakota,Not eligible,293.7759
2019,South Dakota,Information not available,à
2019,Tennessee,Eligible,262.8445
2019,Tennessee,Not eligible,287.7003
2019,Tennessee,Information not available,à
2019,Texas,Eligible,269.8564
2019,Texas,Not eligible,293.1478
2019,Texas,Information not available,290.3874
2019,Utah,Eligible,266.4784
2019,Utah,Not eligible,294.7606
2019,Utah,Information not available,à
2019,Vermont,Eligible,271.7626
2019,Vermont,Not eligible,294.3165
2019,Vermont,Information not available,285.0230
2019,Virginia,Eligible,269.6362
2019,Virginia,Not eligible,297.6454
2019,Virginia,Information not available,à
2019,Washington,Eligible,268.3295
2019,Washington,Not eligible,302.3102
2019,Washington,Information not available,à
2019,West Virginia,Eligible,261.9075
2019,West Virginia,Not eligible,281.1348
2019,West Virginia,Information not available,à
2019,Wisconsin,Eligible,269.4834
2019,Wisconsin,Not eligible,301.3773
2019,Wisconsin,Information not available,à
2019,Wyoming,Eligible,272.8763
2019,Wyoming,Not eligible,293.5372
2019,Wyoming,Information not available,à
2017,National,Eligible,266.9527
2017,National,Not eligible,296.3453
2017,National,Information not available,295.7752
2017,Alabama,Eligible,257.5647
2017,Alabama,Not eligible,285.9305
2017,Alabama,Information not available,à
2017,Alaska,Eligible,261.5140
2017,Alaska,Not eligible,290.5492
2017,Alaska,Information not available,à
2017,Arizona,Eligible,269.5953
2017,Arizona,Not eligible,293.0487
2017,Arizona,Information not available,308.9946
2017,Arkansas,Eligible,263.2549
2017,Arkansas,Not eligible,290.5386
2017,Arkansas,Information not available,à
2017,California,Eligible,261.5649
2017,California,Not eligible,295.6168
2017,California,Information not available,à
2017,Colorado,Eligible,267.7694
2017,Colorado,Not eligible,298.6051
2017,Colorado,Information not available,à
2017,Connecticut,Eligible,263.6491
2017,Connecticut,Not eligible,295.0802
2017,Connecticut,Information not available,à
2017,Delaware,Eligible,265.3270
2017,Delaware,Not eligible,283.6669
2017,Delaware,Information not available,à
2017,District of Columbia,Eligible,254.2418
2017,District of Columbia,Not eligible,303.2642
2017,District of Columbia,Information not available,à
2017,DoDEA,Eligible,à
2017,DoDEA,Not eligible,à
2017,DoDEA,Information not available,à
2017,Florida,Eligible,268.7281
2017,Florida,Not eligible,292.9719
2017,Florida,Information not available,à
2017,Georgia,Eligible,267.4498
2017,Georgia,Not eligible,298.9539
2017,Georgia,Information not available,296.4085
2017,Hawaii,Eligible,267.9581
2017,Hawaii,Not eligible,285.1194
2017,Hawaii,Information not available,à
2017,Idaho,Eligible,270.3238
2017,Idaho,Not eligible,294.1154
2017,Idaho,Information not available,298.5900
2017,Illinois,Eligible,266.6353
2017,Illinois,Not eligible,295.7475
2017,Illinois,Information not available,à
2017,Indiana,Eligible,273.1110
2017,Indiana,Not eligible,299.2011
2017,Indiana,Information not available,à
2017,Iowa,Eligible,269.8580
2017,Iowa,Not eligible,295.9055
2017,Iowa,Information not available,à
2017,Kansas,Eligible,270.4814
2017,Kansas,Not eligible,298.4322
2017,Kansas,Information not available,à
2017,Kentucky,Eligible,265.3394
2017,Kentucky,Not eligible,293.0186
2017,Kentucky,Information not available,à
2017,Louisiana,Eligible,258.3587
2017,Louisiana,Not eligible,284.8941
2017,Louisiana,Information not available,250.9015
2017,Maine,Eligible,269.4845
2017,Maine,Not eligible,294.2101
2017,Maine,Information not available,à
2017,Maryland,Eligible,261.1308
2017,Maryland,Not eligible,295.3615
2017,Maryland,Information not available,à
2017,Massachusetts,Eligible,278.1429
2017,Massachusetts,Not eligible,304.5641
2017,Massachusetts,Information not available,à
2017,Michigan,Eligible,261.1917
2017,Michigan,Not eligible,292.4282
2017,Michigan,Information not available,à
2017,Minnesota,Eligible,273.7701
2017,Minnesota,Not eligible,304.7757
2017,Minnesota,Information not available,à
2017,Mississippi,Eligible,263.9216
2017,Mississippi,Not eligible,289.4036
2017,Mississippi,Information not available,à
2017,Missouri,Eligible,267.6537
2017,Missouri,Not eligible,291.8104
2017,Missouri,Information not available,à
2017,Montana,Eligible,274.0237
2017,Montana,Not eligible,294.3302
2017,Montana,Information not available,à
2017,Nebraska,Eligible,272.2376
2017,Nebraska,Not eligible,300.3237
2017,Nebraska,Information not available,à
2017,Nevada,Eligible,263.5143
2017,Nevada,Not eligible,292.3922
2017,Nevada,Information not available,à
2017,New Hampshire,Eligible,273.2025
2017,New Hampshire,Not eligible,299.8713
2017,New Hampshire,Information not available,à
2017,New Jersey,Eligible,269.4997
2017,New Jersey,Not eligible,303.7392
2017,New Jersey,Information not available,à
2017,New Mexico,Eligible,263.0742
2017,New Mexico,Not eligible,287.6402
2017,New Mexico,Information not available,à
2017,New York,Eligible,268.5672
2017,New York,Not eligible,294.0948
2017,New York,Information not available,à
2017,North Carolina,Eligible,265.0368
2017,North Carolina,Not eligible,296.6501
2017,North Carolina,Information not available,299.6134
2017,North Dakota,Eligible,269.1655
2017,North Dakota,Not eligible,296.4243
2017,North Dakota,Information not available,à
2017,Ohio,Eligible,266.9765
2017,Ohio,Not eligible,303.0043
2017,Ohio,Information not available,à
2017,Oklahoma,Eligible,264.8864
2017,Oklahoma,Not eligible,288.2115
2017,Oklahoma,Information not available,à
2017,Oregon,Eligible,271.4317
2017,Oregon,Not eligible,298.6576
2017,Oregon,Information not available,à
2017,Pennsylvania,Eligible,269.2390
2017,Pennsylvania,Not eligible,300.6183
2017,Pennsylvania,Information not available,à
2017,Puerto Rico,Eligible,224.7275
2017,Puerto Rico,Not eligible,à
2017,Puerto Rico,Information not available,à
2017,Rhode Island,Eligible,260.0762
2017,Rhode Island,Not eligible,292.5979
2017,Rhode Island,Information not available,à
2017,South Carolina,Eligible,262.7977
2017,South Carolina,Not eligible,290.3695
2017,South Carolina,Information not available,à
2017,South Dakota,Eligible,269.0466
2017,South Dakota,Not eligible,295.9687
2017,South Dakota,Information not available,à
2017,Tennessee,Eligible,268.0082
2017,Tennessee,Not eligible,288.0701
2017,Tennessee,Information not available,à
2017,Texas,Eligible,270.9094
2017,Texas,Not eligible,297.4223
2017,Texas,Information not available,294.4609
2017,Utah,Eligible,270.1288
2017,Utah,Not eligible,296.2366
2017,Utah,Information not available,à
2017,Vermont,Eligible,271.5529
2017,Vermont,Not eligible,296.4501
2017,Vermont,Information not available,à
2017,Virginia,Eligible,271.5779
2017,Virginia,Not eligible,300.9275
2017,Virginia,Information not available,à
2017,Washington,Eligible,271.8012
2017,Washington,Not eligible,301.0234
2017,Washington,Information not available,à
2017,West Virginia,Eligible,268.3058
2017,West Virginia,Not eligible,288.5055
2017,West Virginia,Information not available,à
2017,Wisconsin,Eligible,267.8898
2017,Wisconsin,Not eligible,299.6716
2017,Wisconsin,Information not available,285.2333
2017,Wyoming,Eligible,276.2795
2017,Wyoming,Not eligible,296.3481
2017,Wyoming,Information not available,à
2015,National,Eligible,268.0228
2015,National,Not eligible,295.8369
2015,National,Information not available,294.0906
2015,Alabama,Eligible,254.3312
2015,Alabama,Not eligible,281.6745
2015,Alabama,Information not available,à
2015,Alaska,Eligible,266.1539
2015,Alaska,Not eligible,293.5521
2015,Alaska,Information not available,à
2015,Arizona,Eligible,272.6374
2015,Arizona,Not eligible,296.0411
2015,Arizona,Information not available,298.4336
2015,Arkansas,Eligible,265.8544
2015,Arkansas,Not eligible,289.2956
2015,Arkansas,Information not available,à
2015,California,Eligible,263.7430
2015,California,Not eligible,292.8037
2015,California,Information not available,293.8078
2015,Colorado,Eligible,268.4535
2015,Colorado,Not eligible,299.7065
2015,Colorado,Information not available,à
2015,Connecticut,Eligible,261.1847
2015,Connecticut,Not eligible,296.1488
2015,Connecticut,Information not available,à
2015,Delaware,Eligible,266.6474
2015,Delaware,Not eligible,288.9226
2015,Delaware,Information not available,à
2015,District of Columbia,Eligible,253.7278
2015,District of Columbia,Not eligible,293.0185
2015,District of Columbia,Information not available,à
2015,DoDEA,Eligible,à
2015,DoDEA,Not eligible,à
2015,DoDEA,Information not available,à
2015,Florida,Eligible,265.6771
2015,Florida,Not eligible,291.9609
2015,Florida,Information not available,à
2015,Georgia,Eligible,266.8831
2015,Georgia,Not eligible,299.0060
2015,Georgia,Information not available,282.6416
2015,Hawaii,Eligible,269.4717
2015,Hawaii,Not eligible,289.9752
2015,Hawaii,Information not available,à
2015,Idaho,Eligible,272.0131
2015,Idaho,Not eligible,293.3459
2015,Idaho,Information not available,à
2015,Illinois,Eligible,269.1040
2015,Illinois,Not eligible,295.5698
2015,Illinois,Information not available,à
2015,Indiana,Eligible,274.1666
2015,Indiana,Not eligible,298.1207
2015,Indiana,Information not available,à
2015,Iowa,Eligible,270.2921
2015,Iowa,Not eligible,296.1585
2015,Iowa,Information not available,à
2015,Kansas,Eligible,271.7672
2015,Kansas,Not eligible,294.8570
2015,Kansas,Information not available,à
2015,Kentucky,Eligible,267.7018
2015,Kentucky,Not eligible,290.9323
2015,Kentucky,Information not available,à
2015,Louisiana,Eligible,260.3358
2015,Louisiana,Not eligible,283.8373
2015,Louisiana,Information not available,à
2015,Maine,Eligible,272.3367
2015,Maine,Not eligible,294.3612
2015,Maine,Information not available,à
2015,Maryland,Eligible,264.3677
2015,Maryland,Not eligible,295.9050
2015,Maryland,Information not available,à
2015,Massachusetts,Eligible,278.7104
2015,Massachusetts,Not eligible,310.8806
2015,Massachusetts,Information not available,à
2015,Michigan,Eligible,263.3176
2015,Michigan,Not eligible,290.3786
2015,Michigan,Information not available,à
2015,Minnesota,Eligible,274.8446
2015,Minnesota,Not eligible,304.6186
2015,Minnesota,Information not available,à
2015,Mississippi,Eligible,262.2152
2015,Mississippi,Not eligible,291.3103
2015,Mississippi,Information not available,à
2015,Missouri,Eligible,266.4172
2015,Missouri,Not eligible,293.1599
2015,Missouri,Information not available,à
2015,Montana,Eligible,275.5581
2015,Montana,Not eligible,295.5157
2015,Montana,Information not available,à
2015,Nebraska,Eligible,270.3424
2015,Nebraska,Not eligible,297.5923
2015,Nebraska,Information not available,à
2015,Nevada,Eligible,265.2384
2015,Nevada,Not eligible,286.8524
2015,Nevada,Information not available,à
2015,New Hampshire,Eligible,275.1773
2015,New Hampshire,Not eligible,300.3002
2015,New Hampshire,Information not available,à
2015,New Jersey,Eligible,270.1016
2015,New Jersey,Not eligible,304.6911
2015,New Jersey,Information not available,à
2015,New Mexico,Eligible,264.6305
2015,New Mexico,Not eligible,286.9404
2015,New Mexico,Information not available,à
2015,New York,Eligible,270.8756
2015,New York,Not eligible,292.1120
2015,New York,Information not available,à
2015,North Carolina,Eligible,268.3679
2015,North Carolina,Not eligible,299.4383
2015,North Carolina,Information not available,à
2015,North Dakota,Eligible,271.2484
2015,North Dakota,Not eligible,295.7372
2015,North Dakota,Information not available,à
2015,Ohio,Eligible,269.6770
2015,Ohio,Not eligible,298.5767
2015,Ohio,Information not available,à
2015,Oklahoma,Eligible,265.2947
2015,Oklahoma,Not eligible,286.6004
2015,Oklahoma,Information not available,à
2015,Oregon,Eligible,271.4337
2015,Oregon,Not eligible,297.2866
2015,Oregon,Information not available,à
2015,Pennsylvania,Eligible,266.7541
2015,Pennsylvania,Not eligible,298.5550
2015,Pennsylvania,Information not available,à
2015,Puerto Rico,Eligible,221.9509
2015,Puerto Rico,Not eligible,à
2015,Puerto Rico,Information not available,à
2015,Rhode Island,Eligible,266.6174
2015,Rhode Island,Not eligible,293.9719
2015,Rhode Island,Information not available,à
2015,South Carolina,Eligible,264.0478
2015,South Carolina,Not eligible,291.2271
2015,South Carolina,Information not available,à
2015,South Dakota,Eligible,270.7367
2015,South Dakota,Not eligible,292.6919
2015,South Dakota,Information not available,à
2015,Tennessee,Eligible,266.0382
2015,Tennessee,Not eligible,292.4678
2015,Tennessee,Information not available,à
2015,Texas,Eligible,273.6951
2015,Texas,Not eligible,296.1407
2015,Texas,Information not available,à
2015,Utah,Eligible,270.8679
2015,Utah,Not eligible,294.0813
2015,Utah,Information not available,à
2015,Vermont,Eligible,277.6510
2015,Vermont,Not eligible,298.5311
2015,Vermont,Information not available,à
2015,Virginia,Eligible,269.6768
2015,Virginia,Not eligible,299.0538
2015,Virginia,Information not available,à
2015,Washington,Eligible,272.2016
2015,Washington,Not eligible,301.0039
2015,Washington,Information not available,à
2015,West Virginia,Eligible,264.9786
2015,West Virginia,Not eligible,282.8593
2015,West Virginia,Information not available,à
2015,Wisconsin,Eligible,268.7355
2015,Wisconsin,Not eligible,299.5311
2015,Wisconsin,Information not available,303.7307
2015,Wyoming,Eligible,273.6612
2015,Wyoming,Not eligible,294.0477
2015,Wyoming,Information not available,à
2013,National,Eligible,269.8869
2013,National,Not eligible,297.1076
2013,National,Information not available,297.4843
2013,Alabama,Eligible,255.6407
2013,Alabama,Not eligible,286.7064
2013,Alabama,Information not available,à
2013,Alaska,Eligible,267.2356
2013,Alaska,Not eligible,293.6205
2013,Alaska,Information not available,à
2013,Arizona,Eligible,267.7806
2013,Arizona,Not eligible,294.8599
2013,Arizona,Information not available,à
2013,Arkansas,Eligible,267.3986
2013,Arkansas,Not eligible,292.3912
2013,Arkansas,Information not available,à
2013,California,Eligible,263.8354
2013,California,Not eligible,293.0472
2013,California,Information not available,273.0746
2013,Colorado,Eligible,271.6454
2013,Colorado,Not eligible,302.0600
2013,Colorado,Information not available,à
2013,Connecticut,Eligible,262.7553
2013,Connecticut,Not eligible,297.0008
2013,Connecticut,Information not available,à
2013,Delaware,Eligible,269.3492
2013,Delaware,Not eligible,294.0873
2013,Delaware,Information not available,à
2013,District of Columbia,Eligible,257.6352
2013,District of Columbia,Not eligible,293.0744
2013,District of Columbia,Information not available,à
2013,DoDEA,Eligible,à
2013,DoDEA,Not eligible,à
2013,DoDEA,Information not available,à
2013,Florida,Eligible,270.8849
2013,Florida,Not eligible,293.6341
2013,Florida,Information not available,à
2013,Georgia,Eligible,267.2460
2013,Georgia,Not eligible,296.3254
2013,Georgia,Information not available,à
2013,Hawaii,Eligible,272.7149
2013,Hawaii,Not eligible,291.2807
2013,Hawaii,Information not available,à
2013,Idaho,Eligible,276.3605
2013,Idaho,Not eligible,294.5028
2013,Idaho,Information not available,à
2013,Illinois,Eligible,267.9076
2013,Illinois,Not eligible,299.4354
2013,Illinois,Information not available,à
2013,Indiana,Eligible,275.4110
2013,Indiana,Not eligible,298.3314
2013,Indiana,Information not available,à
2013,Iowa,Eligible,269.6640
2013,Iowa,Not eligible,294.5589
2013,Iowa,Information not available,à
2013,Kansas,Eligible,275.5524
2013,Kansas,Not eligible,301.1364
2013,Kansas,Information not available,à
2013,Kentucky,Eligible,268.2365
2013,Kentucky,Not eligible,292.7345
2013,Kentucky,Information not available,à
2013,Louisiana,Eligible,265.2545
2013,Louisiana,Not eligible,286.9857
2013,Louisiana,Information not available,à
2013,Maine,Eligible,275.6109
2013,Maine,Not eligible,298.3843
2013,Maine,Information not available,à
2013,Maryland,Eligible,270.2546
2013,Maryland,Not eligible,298.0520
2013,Maryland,Information not available,à
2013,Massachusetts,Eligible,280.7377
2013,Massachusetts,Not eligible,312.8420
2013,Massachusetts,Information not available,à
2013,Michigan,Eligible,265.3346
2013,Michigan,Not eligible,292.8051
2013,Michigan,Information not available,à
2013,Minnesota,Eligible,275.1765
2013,Minnesota,Not eligible,303.9719
2013,Minnesota,Information not available,à
2013,Mississippi,Eligible,263.4927
2013,Mississippi,Not eligible,288.0508
2013,Mississippi,Information not available,à
2013,Missouri,Eligible,270.6847
2013,Missouri,Not eligible,294.0616
2013,Missouri,Information not available,à
2013,Montana,Eligible,276.6744
2013,Montana,Not eligible,297.2247
2013,Montana,Information not available,à
2013,Nebraska,Eligible,270.7294
2013,Nebraska,Not eligible,296.0313
2013,Nebraska,Information not available,à
2013,Nevada,Eligible,268.9781
2013,Nevada,Not eligible,290.1125
2013,Nevada,Information not available,à
2013,New Hampshire,Eligible,278.8107
2013,New Hampshire,Not eligible,300.5812
2013,New Hampshire,Information not available,à
2013,New Jersey,Eligible,277.4549
2013,New Jersey,Not eligible,305.9538
2013,New Jersey,Information not available,à
2013,New Mexico,Eligible,265.8542
2013,New Mexico,Not eligible,288.7110
2013,New Mexico,Information not available,à
2013,New York,Eligible,268.7518
2013,New York,Not eligible,292.9357
2013,New York,Information not available,à
2013,North Carolina,Eligible,274.3084
2013,North Carolina,Not eligible,299.6376
2013,North Carolina,Information not available,à
2013,North Dakota,Eligible,275.7693
2013,North Dakota,Not eligible,296.7900
2013,North Dakota,Information not available,à
2013,Ohio,Eligible,273.5577
2013,Ohio,Not eligible,300.8842
2013,Ohio,Information not available,à
2013,Oklahoma,Eligible,266.2592
2013,Oklahoma,Not eligible,285.9715
2013,Oklahoma,Information not available,à
2013,Oregon,Eligible,271.0258
2013,Oregon,Not eligible,298.7526
2013,Oregon,Information not available,à
2013,Pennsylvania,Eligible,272.7211
2013,Pennsylvania,Not eligible,301.1744
2013,Pennsylvania,Information not available,à
2013,Puerto Rico,Eligible,217.9150
2013,Puerto Rico,Not eligible,à
2013,Puerto Rico,Information not available,à
2013,Rhode Island,Eligible,266.1875
2013,Rhode Island,Not eligible,298.2516
2013,Rhode Island,Information not available,à
2013,South Carolina,Eligible,266.3232
2013,South Carolina,Not eligible,295.9078
2013,South Carolina,Information not available,à
2013,South Dakota,Eligible,271.0048
2013,South Dakota,Not eligible,296.5432
