Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2022,Ohio,Not eligible,233.1624
2022,Ohio,Information not available,à
2022,Oklahoma,Eligible,200.6766
2022,Oklahoma,Not eligible,222.2170
2022,Oklahoma,Information not available,à
2022,Oregon,Eligible,210.1756
2022,Oregon,Not eligible,à
2022,Oregon,Information not available,à
2022,Pennsylvania,Eligible,202.2211
2022,Pennsylvania,Not eligible,233.1800
2022,Pennsylvania,Information not available,à
2022,Rhode Island,Eligible,203.3964
2022,Rhode Island,Not eligible,230.6011
2022,Rhode Island,Information not available,à
2022,South Carolina,Eligible,204.4607
2022,South Carolina,Not eligible,234.9925
2022,South Carolina,Information not available,à
2022,South Dakota,Eligible,197.3868
2022,South Dakota,Not eligible,225.7335
2022,South Dakota,Information not available,à
2022,Tennessee,Eligible,198.4725
2022,Tennessee,Not eligible,221.3725
2022,Tennessee,Information not available,à
2022,Texas,Eligible,202.4720
2022,Texas,Not eligible,232.3865
2022,Texas,Information not available,à
2022,Utah,Eligible,198.9574
2022,Utah,Not eligible,230.5604
2022,Utah,Information not available,à
2022,Vermont,Eligible,202.2493
2022,Vermont,Not eligible,227.0056
2022,Vermont,Information not available,à
2022,Virginia,Eligible,192.3806
2022,Virginia,Not eligible,229.6650
2022,Virginia,Information not available,à
2022,Washington,Eligible,200.5250
2022,Washington,Not eligible,232.1928
2022,Washington,Information not available,à
2022,West Virginia,Eligible,194.2204
2022,West Virginia,Not eligible,218.4484
2022,West Virginia,Information not available,à
2022,Wisconsin,Eligible,200.7878
2022,Wisconsin,Not eligible,229.5353
2022,Wisconsin,Information not available,à
2022,Wyoming,Eligible,211.1058
2022,Wyoming,Not eligible,230.2500
2022,Wyoming,Information not available,à
2019,National,Eligible,207.0110
2019,National,Not eligible,234.8476
2019,National,Information not available,231.8365
2019,Alabama,Eligible,198.7963
2019,Alabama,Not eligible,228.9944
2019,Alabama,Information not available,à
2019,Alaska,Eligible,188.5845
2019,Alaska,Not eligible,220.8689
2019,Alaska,Information not available,à
2019,Arizona,Eligible,202.0566
2019,Arizona,Not eligible,231.0009
2019,Arizona,Information not available,228.3489
2019,Arkansas,Eligible,207.1029
2019,Arkansas,Not eligible,232.4580
2019,Arkansas,Information not available,à
2019,California,Eligible,204.8454
2019,California,Not eligible,235.9121
2019,California,Information not available,à
2019,Colorado,Eligible,208.3459
2019,Colorado,Not eligible,238.2093
2019,Colorado,Information not available,à
2019,Connecticut,Eligible,205.3414
2019,Connecticut,Not eligible,239.8492
2019,Connecticut,Information not available,à
2019,Delaware,Eligible,202.3792
2019,Delaware,Not eligible,225.1997
2019,Delaware,Information not available,à
2019,District of Columbia,Eligible,203.4212
2019,District of Columbia,Not eligible,244.1632
2019,District of Columbia,Information not available,à
2019,DoDEA,Eligible,à
2019,DoDEA,Not eligible,à
2019,DoDEA,Information not available,à
2019,Florida,Eligible,215.8419
2019,Florida,Not eligible,237.8192
2019,Florida,Information not available,à
2019,Georgia,Eligible,206.6719
2019,Georgia,Not eligible,240.0250
2019,Georgia,Information not available,229.2384
2019,Hawaii,Eligible,205.6159
2019,Hawaii,Not eligible,228.0924
2019,Hawaii,Information not available,à
2019,Idaho,Eligible,210.9974
2019,Idaho,Not eligible,233.6712
2019,Idaho,Information not available,à
2019,Illinois,Eligible,204.9337
2019,Illinois,Not eligible,232.8565
2019,Illinois,Information not available,à
2019,Indiana,Eligible,209.3699
2019,Indiana,Not eligible,236.6014
2019,Indiana,Information not available,à
2019,Iowa,Eligible,206.8548
2019,Iowa,Not eligible,231.8911
2019,Iowa,Information not available,à
2019,Kansas,Eligible,206.1053
2019,Kansas,Not eligible,232.9692
2019,Kansas,Information not available,210.7689
2019,Kentucky,Eligible,211.7861
2019,Kentucky,Not eligible,235.3651
2019,Kentucky,Information not available,à
2019,Louisiana,Eligible,202.1429
2019,Louisiana,Not eligible,229.8961
2019,Louisiana,Information not available,à
2019,Maine,Eligible,209.1422
2019,Maine,Not eligible,231.2189
2019,Maine,Information not available,à
2019,Maryland,Eligible,204.6180
2019,Maryland,Not eligible,234.7113
2019,Maryland,Information not available,à
2019,Massachusetts,Eligible,213.4454
2019,Massachusetts,Not eligible,239.8472
2019,Massachusetts,Information not available,à
2019,Michigan,Eligible,205.7794
2019,Michigan,Not eligible,232.2062
2019,Michigan,Information not available,à
2019,Minnesota,Eligible,204.5168
2019,Minnesota,Not eligible,233.4908
2019,Minnesota,Information not available,à
2019,Mississippi,Eligible,214.5552
2019,Mississippi,Not eligible,238.1231
2019,Mississippi,Information not available,à
2019,Missouri,Eligible,206.7824
2019,Missouri,Not eligible,233.9999
2019,Missouri,Information not available,à
2019,Montana,Eligible,207.9212
2019,Montana,Not eligible,233.9381
2019,Montana,Information not available,à
2019,Nebraska,Eligible,209.1083
2019,Nebraska,Not eligible,233.9331
2019,Nebraska,Information not available,à
2019,Nevada,Eligible,210.7792
2019,Nevada,Not eligible,231.4569
2019,Nevada,Information not available,à
2019,New Hampshire,Eligible,208.0151
2019,New Hampshire,Not eligible,233.4863
2019,New Hampshire,Information not available,211.0781
2019,New Jersey,Eligible,210.1788
2019,New Jersey,Not eligible,240.0366
2019,New Jersey,Information not available,à
2019,New Mexico,Eligible,201.1497
2019,New Mexico,Not eligible,230.7395
2019,New Mexico,Information not available,à
2019,New York,Eligible,206.2638
2019,New York,Not eligible,236.8796
2019,New York,Information not available,à
2019,North Carolina,Eligible,207.9280
2019,North Carolina,Not eligible,233.8160
2019,North Carolina,Information not available,à
2019,North Dakota,Eligible,208.6025
2019,North Dakota,Not eligible,228.1015
2019,North Dakota,Information not available,à
2019,Ohio,Eligible,210.1665
2019,Ohio,Not eligible,236.8821
2019,Ohio,Information not available,à
2019,Oklahoma,Eligible,208.2964
2019,Oklahoma,Not eligible,229.7845
2019,Oklahoma,Information not available,à
2019,Oregon,Eligible,206.6506
2019,Oregon,Not eligible,236.1533
2019,Oregon,Information not available,à
2019,Pennsylvania,Eligible,207.1430
2019,Pennsylvania,Not eligible,238.2080
2019,Pennsylvania,Information not available,à
2019,Rhode Island,Eligible,205.6884
2019,Rhode Island,Not eligible,234.2547
2019,Rhode Island,Information not available,à
2019,South Carolina,Eligible,204.0615
2019,South Carolina,Not eligible,235.9309
2019,South Carolina,Information not available,à
2019,South Dakota,Eligible,207.9149
2019,South Dakota,Not eligible,228.7615
2019,South Dakota,Information not available,à
2019,Tennessee,Eligible,202.1597
2019,Tennessee,Not eligible,227.2842
2019,Tennessee,Information not available,à
2019,Texas,Eligible,205.7803
2019,Texas,Not eligible,232.2334
2019,Texas,Information not available,à
2019,Utah,Eligible,208.0044
2019,Utah,Not eligible,234.3936
2019,Utah,Information not available,à
2019,Vermont,Eligible,205.6201
2019,Vermont,Not eligible,232.1661
2019,Vermont,Information not available,222.9692
2019,Virginia,Eligible,207.5107
2019,Virginia,Not eligible,235.5319
2019,Virginia,Information not available,à
2019,Washington,Eligible,206.4817
2019,Washington,Not eligible,234.5732
2019,Washington,Information not available,à
2019,West Virginia,Eligible,204.0778
2019,West Virginia,Not eligible,223.9790
2019,West Virginia,Information not available,à
2019,Wisconsin,Eligible,203.6373
2019,Wisconsin,Not eligible,232.5920
2019,Wisconsin,Information not available,à
2019,Wyoming,Eligible,214.6488
2019,Wyoming,Not eligible,234.2149
2019,Wyoming,Information not available,à
2017,National,Eligible,208.1905
2017,National,Not eligible,235.9324
2017,National,Information not available,235.2005
2017,Alabama,Eligible,207.0685
2017,Alabama,Not eligible,235.9940
2017,Alabama,Information not available,à
2017,Alaska,Eligible,189.8160
2017,Alaska,Not eligible,223.6380
2017,Alaska,Information not available,à
2017,Arizona,Eligible,202.6967
2017,Arizona,Not eligible,237.1343
2017,Arizona,Information not available,232.2992
2017,Arkansas,Eligible,208.5554
2017,Arkansas,Not eligible,231.9376
2017,Arkansas,Information not available,à
2017,California,Eligible,202.8301
2017,California,Not eligible,235.4816
2017,California,Information not available,221.2961
2017,Colorado,Eligible,208.3743
2017,Colorado,Not eligible,237.5162
2017,Colorado,Information not available,229.3615
2017,Connecticut,Eligible,211.1963
2017,Connecticut,Not eligible,239.7214
2017,Connecticut,Information not available,à
2017,Delaware,Eligible,210.4195
2017,Delaware,Not eligible,229.4501
2017,Delaware,Information not available,à
2017,District of Columbia,Eligible,203.7575
2017,District of Columbia,Not eligible,248.8912
2017,District of Columbia,Information not available,à
2017,DoDEA,Eligible,à
2017,DoDEA,Not eligible,à
2017,DoDEA,Information not available,à
2017,Florida,Eligible,219.2771
2017,Florida,Not eligible,242.6597
2017,Florida,Information not available,à
2017,Georgia,Eligible,208.5881
2017,Georgia,Not eligible,240.6755
2017,Georgia,Information not available,à
2017,Hawaii,Eligible,202.7552
2017,Hawaii,Not eligible,229.0135
2017,Hawaii,Information not available,à
2017,Idaho,Eligible,210.8319
2017,Idaho,Not eligible,234.0236
2017,Idaho,Information not available,226.7313
2017,Illinois,Eligible,206.2166
2017,Illinois,Not eligible,235.4399
2017,Illinois,Information not available,à
2017,Indiana,Eligible,215.0283
2017,Indiana,Not eligible,238.1833
2017,Indiana,Information not available,à
2017,Iowa,Eligible,205.7583
2017,Iowa,Not eligible,233.3891
2017,Iowa,Information not available,à
2017,Kansas,Eligible,212.0415
2017,Kansas,Not eligible,234.1037
2017,Kansas,Information not available,à
2017,Kentucky,Eligible,214.7380
2017,Kentucky,Not eligible,236.9093
2017,Kentucky,Information not available,à
2017,Louisiana,Eligible,203.5163
2017,Louisiana,Not eligible,233.6489
2017,Louisiana,Information not available,195.4055
2017,Maine,Eligible,207.2123
2017,Maine,Not eligible,233.6647
2017,Maine,Information not available,à
2017,Maryland,Eligible,209.8561
2017,Maryland,Not eligible,238.0675
2017,Maryland,Information not available,200.7627
2017,Massachusetts,Eligible,219.3009
2017,Massachusetts,Not eligible,243.2362
2017,Massachusetts,Information not available,à
2017,Michigan,Eligible,203.4015
2017,Michigan,Not eligible,230.9814
2017,Michigan,Information not available,à
2017,Minnesota,Eligible,207.0951
2017,Minnesota,Not eligible,236.0305
2017,Minnesota,Information not available,à
2017,Mississippi,Eligible,208.4695
2017,Mississippi,Not eligible,240.2633
2017,Mississippi,Information not available,à
2017,Missouri,Eligible,210.5577
2017,Missouri,Not eligible,236.6624
2017,Missouri,Information not available,à
2017,Montana,Eligible,210.3375
2017,Montana,Not eligible,234.3783
2017,Montana,Information not available,à
2017,Nebraska,Eligible,209.4392
2017,Nebraska,Not eligible,236.6119
2017,Nebraska,Information not available,à
2017,Nevada,Eligible,205.5408
2017,Nevada,Not eligible,235.3596
2017,Nevada,Information not available,à
2017,New Hampshire,Eligible,211.7823
2017,New Hampshire,Not eligible,236.3421
2017,New Hampshire,Information not available,à
2017,New Jersey,Eligible,214.3500
2017,New Jersey,Not eligible,243.3528
2017,New Jersey,Information not available,à
2017,New Mexico,Eligible,200.3172
2017,New Mexico,Not eligible,232.3732
2017,New Mexico,Information not available,à
2017,New York,Eligible,210.6190
2017,New York,Not eligible,234.0016
2017,New York,Information not available,à
2017,North Carolina,Eligible,211.4277
2017,North Carolina,Not eligible,236.1122
2017,North Carolina,Information not available,239.1005
2017,North Dakota,Eligible,207.8805
2017,North Dakota,Not eligible,228.4297
2017,North Dakota,Information not available,à
2017,Ohio,Eligible,212.6999
2017,Ohio,Not eligible,239.2445
2017,Ohio,Information not available,à
2017,Oklahoma,Eligible,209.0921
2017,Oklahoma,Not eligible,232.1652
2017,Oklahoma,Information not available,à
2017,Oregon,Eligible,207.0846
2017,Oregon,Not eligible,236.4361
2017,Oregon,Information not available,à
2017,Pennsylvania,Eligible,209.9082
2017,Pennsylvania,Not eligible,239.0622
2017,Pennsylvania,Information not available,à
2017,Rhode Island,Eligible,209.3651
2017,Rhode Island,Not eligible,238.3612
2017,Rhode Island,Information not available,à
2017,South Carolina,Eligible,202.0212
2017,South Carolina,Not eligible,232.8853
2017,South Carolina,Information not available,207.8465
2017,South Dakota,Eligible,208.2675
2017,South Dakota,Not eligible,231.7089
2017,South Dakota,Information not available,à
2017,Tennessee,Eligible,206.2325
2017,Tennessee,Not eligible,231.3506
2017,Tennessee,Information not available,à
2017,Texas,Eligible,204.8360
2017,Texas,Not eligible,230.8295
2017,Texas,Information not available,à
2017,Utah,Eligible,209.4562
2017,Utah,Not eligible,235.1630
2017,Utah,Information not available,à
2017,Vermont,Eligible,211.0526
2017,Vermont,Not eligible,236.7944
2017,Vermont,Information not available,à
2017,Virginia,Eligible,212.5526
2017,Virginia,Not eligible,238.4476
2017,Virginia,Information not available,à
2017,Washington,Eligible,205.4333
2017,Washington,Not eligible,236.9875
2017,Washington,Information not available,à
2017,West Virginia,Eligible,214.8109
2017,West Virginia,Not eligible,233.0875
2017,West Virginia,Information not available,à
2017,Wisconsin,Eligible,202.8928
2017,Wisconsin,Not eligible,231.4128
2017,Wisconsin,Information not available,229.3420
2017,Wyoming,Eligible,215.0094
2017,Wyoming,Not eligible,235.3403
2017,Wyoming,Information not available,à
2015,National,Eligible,209.2588
2015,National,Not eligible,236.8588
2015,National,Information not available,236.4189
2015,Alabama,Eligible,208.2334
2015,Alabama,Not eligible,231.7122
2015,Alabama,Information not available,à
2015,Alaska,Eligible,196.9336
2015,Alaska,Not eligible,228.7266
2015,Alaska,Information not available,à
2015,Arizona,Eligible,203.0816
2015,Arizona,Not eligible,235.8978
2015,Arizona,Information not available,234.4024
2015,Arkansas,Eligible,210.9524
2015,Arkansas,Not eligible,233.3426
2015,Arkansas,Information not available,à
2015,California,Eligible,200.6620
2015,California,Not eligible,233.0800
2015,California,Information not available,à
2015,Colorado,Eligible,208.1074
2015,Colorado,Not eligible,237.8290
2015,Colorado,Information not available,à
2015,Connecticut,Eligible,208.9955
2015,Connecticut,Not eligible,240.1432
2015,Connecticut,Information not available,à
2015,Delaware,Eligible,210.3461
2015,Delaware,Not eligible,232.4632
2015,Delaware,Information not available,à
2015,District of Columbia,Eligible,200.2102
2015,District of Columbia,Not eligible,248.0324
2015,District of Columbia,Information not available,à
2015,DoDEA,Eligible,à
2015,DoDEA,Not eligible,à
2015,DoDEA,Information not available,à
2015,Florida,Eligible,220.1029
2015,Florida,Not eligible,238.7104
2015,Florida,Information not available,à
2015,Georgia,Eligible,213.8752
2015,Georgia,Not eligible,238.8220
2015,Georgia,Information not available,218.9345
2015,Hawaii,Eligible,202.5491
2015,Hawaii,Not eligible,230.0202
2015,Hawaii,Information not available,à
2015,Idaho,Eligible,210.7146
2015,Idaho,Not eligible,233.4452
2015,Idaho,Information not available,à
2015,Illinois,Eligible,208.4432
2015,Illinois,Not eligible,239.2898
2015,Illinois,Information not available,à
2015,Indiana,Eligible,217.2960
2015,Indiana,Not eligible,237.7993
2015,Indiana,Information not available,à
2015,Iowa,Eligible,209.9799
2015,Iowa,Not eligible,234.4057
2015,Iowa,Information not available,à
2015,Kansas,Eligible,207.7392
2015,Kansas,Not eligible,238.0290
2015,Kansas,Information not available,à
2015,Kentucky,Eligible,219.1405
2015,Kentucky,Not eligible,241.4584
2015,Kentucky,Information not available,à
2015,Louisiana,Eligible,209.3079
2015,Louisiana,Not eligible,230.8089
2015,Louisiana,Information not available,à
2015,Maine,Eligible,213.6462
2015,Maine,Not eligible,234.0449
2015,Maine,Information not available,à
2015,Maryland,Eligible,207.0474
2015,Maryland,Not eligible,236.8142
2015,Maryland,Information not available,à
2015,Massachusetts,Eligible,219.6593
2015,Massachusetts,Not eligible,246.7365
2015,Massachusetts,Information not available,à
2015,Michigan,Eligible,203.9730
2015,Michigan,Not eligible,227.7292
2015,Michigan,Information not available,à
2015,Minnesota,Eligible,204.8317
2015,Minnesota,Not eligible,236.0454
2015,Minnesota,Information not available,à
2015,Mississippi,Eligible,207.1868
2015,Mississippi,Not eligible,233.3272
2015,Mississippi,Information not available,à
2015,Missouri,Eligible,211.4618
2015,Missouri,Not eligible,235.6328
2015,Missouri,Information not available,à
2015,Montana,Eligible,212.7077
2015,Montana,Not eligible,235.1624
2015,Montana,Information not available,à
2015,Nebraska,Eligible,212.5761
2015,Nebraska,Not eligible,239.1350
2015,Nebraska,Information not available,à
2015,Nevada,Eligible,205.1421
2015,Nevada,Not eligible,227.4449
2015,Nevada,Information not available,à
2015,New Hampshire,Eligible,216.2600
2015,New Hampshire,Not eligible,238.3123
2015,New Hampshire,Information not available,à
2015,New Jersey,Eligible,212.9495
2015,New Jersey,Not eligible,240.2259
2015,New Jersey,Information not available,250.3749
2015,New Mexico,Eligible,201.1311
2015,New Mexico,Not eligible,225.5620
2015,New Mexico,Information not available,à
2015,New York,Eligible,210.6419
2015,New York,Not eligible,237.6905
2015,New York,Information not available,à
2015,North Carolina,Eligible,215.3453
2015,North Carolina,Not eligible,241.9996
2015,North Carolina,Information not available,à
2015,North Dakota,Eligible,211.6676
2015,North Dakota,Not eligible,231.1538
2015,North Dakota,Information not available,à
2015,Ohio,Eligible,211.9962
2015,Ohio,Not eligible,237.9312
2015,Ohio,Information not available,à
2015,Oklahoma,Eligible,214.2015
2015,Oklahoma,Not eligible,234.0180
2015,Oklahoma,Information not available,à
2015,Oregon,Eligible,210.2183
2015,Oregon,Not eligible,236.7813
2015,Oregon,Information not available,à
2015,Pennsylvania,Eligible,210.6776
2015,Pennsylvania,Not eligible,239.1617
2015,Pennsylvania,Information not available,à
2015,Rhode Island,Eligible,211.0994
2015,Rhode Island,Not eligible,238.2061
2015,Rhode Island,Information not available,à
2015,South Carolina,Eligible,206.1908
2015,South Carolina,Not eligible,237.0669
2015,South Carolina,Information not available,à
2015,South Dakota,Eligible,204.6922
2015,South Dakota,Not eligible,231.6331
2015,South Dakota,Information not available,à
2015,Tennessee,Eligible,207.3590
2015,Tennessee,Not eligible,235.1099
2015,Tennessee,Information not available,à
2015,Texas,Eligible,208.3565
2015,Texas,Not eligible,234.6546
2015,Texas,Information not available,à
2015,Utah,Eligible,212.7201
2015,Utah,Not eligible,233.7380
2015,Utah,Information not available,à
2015,Vermont,Eligible,217.2253
2015,Vermont,Not eligible,239.2423
2015,Vermont,Information not available,à
2015,Virginia,Eligible,210.4410
2015,Virginia,Not eligible,242.0350
2015,Virginia,Information not available,à
2015,Washington,Eligible,210.3672
2015,Washington,Not eligible,241.7832
2015,Washington,Information not available,à
2015,West Virginia,Eligible,211.4243
2015,West Virginia,Not eligible,230.8809
2015,West Virginia,Information not available,à
2015,Wisconsin,Eligible,206.7566
2015,Wisconsin,Not eligible,235.5830
2015,Wisconsin,Information not available,à
2015,Wyoming,Eligible,217.3740
2015,Wyoming,Not eligible,235.0888
2015,Wyoming,Information not available,à
2013,National,Eligible,207.4646
2013,National,Not eligible,236.1290
2013,National,Information not available,236.6194
2013,Alabama,Eligible,206.6265
2013,Alabama,Not eligible,235.5463
2013,Alabama,Information not available,à
2013,Alaska,Eligible,193.2677
2013,Alaska,Not eligible,226.4095
2013,Alaska,Information not available,à
2013,Arizona,Eligible,200.6344
2013,Arizona,Not eligible,228.2274
2013,Arizona,Information not available,218.9107
2013,Arkansas,Eligible,208.8050
2013,Arkansas,Not eligible,233.0943
2013,Arkansas,Information not available,à
2013,California,Eligible,200.0708
2013,California,Not eligible,231.7169
2013,California,Information not available,212.6520
2013,Colorado,Eligible,209.8230
2013,Colorado,Not eligible,239.2762
2013,Colorado,Information not available,à
2013,Connecticut,Eligible,209.8023
2013,Connecticut,Not eligible,241.8450
2013,Connecticut,Information not available,à
2013,Delaware,Eligible,214.9188
2013,Delaware,Not eligible,237.5053
2013,Delaware,Information not available,à
2013,District of Columbia,Eligible,194.9466
2013,District of Columbia,Not eligible,245.1548
2013,District of Columbia,Information not available,à
2013,DoDEA,Eligible,à
2013,DoDEA,Not eligible,à
2013,DoDEA,Information not available,à
2013,Florida,Eligible,218.1400
2013,Florida,Not eligible,241.7374
2013,Florida,Information not available,à
2013,Georgia,Eligible,210.7680
2013,Georgia,Not eligible,238.7620
2013,Georgia,Information not available,à
2013,Hawaii,Eligible,201.1289
2013,Hawaii,Not eligible,229.4640
2013,Hawaii,Information not available,à
2013,Idaho,Eligible,208.4899
2013,Idaho,Not eligible,230.2847
2013,Idaho,Information not available,à
2013,Illinois,Eligible,202.3994
2013,Illinois,Not eligible,235.3556
2013,Illinois,Information not available,à
2013,Indiana,Eligible,214.7270
2013,Indiana,Not eligible,236.6066
2013,Indiana,Information not available,à
2013,Iowa,Eligible,208.3221
2013,Iowa,Not eligible,233.8824
2013,Iowa,Information not available,à
2013,Kansas,Eligible,209.5606
2013,Kansas,Not eligible,238.2044
2013,Kansas,Information not available,à
2013,Kentucky,Eligible,213.1538
2013,Kentucky,Not eligible,236.6384
2013,Kentucky,Information not available,à
2013,Louisiana,Eligible,202.5237
2013,Louisiana,Not eligible,229.7918
2013,Louisiana,Information not available,à
2013,Maine,Eligible,213.9212
2013,Maine,Not eligible,234.4069
2013,Maine,Information not available,à
2013,Maryland,Eligible,215.7592
2013,Maryland,Not eligible,242.3957
2013,Maryland,Information not available,à
2013,Massachusetts,Eligible,213.3324
2013,Massachusetts,Not eligible,244.7754
2013,Massachusetts,Information not available,à
2013,Michigan,Eligible,205.7049
2013,Michigan,Not eligible,231.1041
2013,Michigan,Information not available,à
2013,Minnesota,Eligible,209.2586
2013,Minnesota,Not eligible,237.0663
2013,Minnesota,Information not available,à
2013,Mississippi,Eligible,201.3695
2013,Mississippi,Not eligible,230.9726
2013,Mississippi,Information not available,à
2013,Missouri,Eligible,210.6385
2013,Missouri,Not eligible,235.7443
2013,Missouri,Information not available,à
2013,Montana,Eligible,211.7008
2013,Montana,Not eligible,232.6440
2013,Montana,Information not available,à
2013,Nebraska,Eligible,209.3719
2013,Nebraska,Not eligible,234.4573
2013,Nebraska,Information not available,à
2013,Nevada,Eligible,203.4297
2013,Nevada,Not eligible,230.3533
2013,Nevada,Information not available,à
2013,New Hampshire,Eligible,216.2852
2013,New Hampshire,Not eligible,238.2129
2013,New Hampshire,Information not available,à
2013,New Jersey,Eligible,211.6327
2013,New Jersey,Not eligible,240.9382
2013,New Jersey,Information not available,à
2013,New Mexico,Eligible,198.6446
2013,New Mexico,Not eligible,226.0448
2013,New Mexico,Information not available,à
2013,New York,Eligible,211.3618
2013,New York,Not eligible,237.8265
2013,New York,Information not available,à
2013,North Carolina,Eligible,211.0296
2013,North Carolina,Not eligible,237.4478
2013,North Carolina,Information not available,à
2013,North Dakota,Eligible,212.5472
2013,North Dakota,Not eligible,230.0180
2013,North Dakota,Information not available,à
2013,Ohio,Eligible,208.3598
2013,Ohio,Not eligible,237.0539
2013,Ohio,Information not available,à
2013,Oklahoma,Eligible,208.2799
2013,Oklahoma,Not eligible,230.0929
2013,Oklahoma,Information not available,à
2013,Oregon,Eligible,206.6180
2013,Oregon,Not eligible,235.8942
2013,Oregon,Information not available,à
2013,Pennsylvania,Eligible,211.4777
2013,Pennsylvania,Not eligible,238.7794
2013,Pennsylvania,Information not available,à
2013,Rhode Island,Eligible,206.4609
2013,Rhode Island,Not eligible,238.5038
2013,Rhode Island,Information not available,à
2013,South Carolina,Eligible,202.3646
2013,South Carolina,Not eligible,231.8036
2013,South Carolina,Information not available,à
2013,South Dakota,Eligible,202.6808
2013,South Dakota,Not eligible,229.0561
2013,South Dakota,Information not available,à
2013,Tennessee,Eligible,205.3255
2013,Tennessee,Not eligible,237.3281
2013,Tennessee,Information not available,à
2013,Texas,Eligible,206.1746
2013,Texas,Not eligible,234.2998
2013,Texas,Information not available,à
2013,Utah,Eligible,209.4968
2013,Utah,Not eligible,231.7926
2013,Utah,Information not available,à
2013,Vermont,Eligible,212.9351
2013,Vermont,Not eligible,238.5948
2013,Vermont,Information not available,à
2013,Virginia,Eligible,209.3040
2013,Virginia,Not eligible,239.4411
2013,Virginia,Information not available,à
2013,Washington,Eligible,209.3692
